0.000000 0.710336 0.710336 0.710336
0.001000 0.710010 0.710010 0.710010
0.002000 0.710184 0.710184 0.710184
0.003000 0.710066 0.710066 0.710066
0.004000 0.710199 0.710199 0.710199
0.005000 0.710095 0.710095 0.710095
0.006000 0.710208 0.710208 0.710208
0.007000 0.710043 0.710043 0.710043
0.008000 0.710266 0.710266 0.710266
0.009000 0.710278 0.710278 0.710278
0.010000 0.710269 0.710269 0.710269
0.011000 0.710078 0.710078 0.710078
0.012000 0.710082 0.710082 0.710082
0.013000 0.710248 0.710248 0.710248
0.014000 0.710250 0.710250 0.710250
0.015000 0.710132 0.710132 0.710132
0.016000 0.710361 0.710361 0.710361
0.017000 0.710133 0.710133 0.710133
0.018000 0.710274 0.710274 0.710274
0.019000 0.710347 0.710347 0.710347
0.020000 0.710065 0.710065 0.710065
0.021000 0.710073 0.710073 0.710073
0.022000 0.710240 0.710240 0.710240
0.023000 0.710384 0.710384 0.710384
0.024000 0.710347 0.710347 0.710347
0.025000 0.710251 0.710251 0.710251
0.026000 0.710316 0.710316 0.710316
0.027000 0.710197 0.710197 0.710197
0.028000 0.710078 0.710078 0.710078
0.029000 0.710433 0.710433 0.710433
0.030000 0.710044 0.710044 0.710044
0.031000 0.710212 0.710212 0.710212
0.032000 0.710311 0.710311 0.710311
0.033000 0.710297 0.710297 0.710297
0.034000 0.710167 0.710167 0.710167
0.035000 0.710274 0.710274 0.710274
0.036000 0.710134 0.710134 0.710134
0.037000 0.710224 0.710224 0.710224
0.038000 0.710106 0.710106 0.710106
0.039000 0.710264 0.710264 0.710264
0.040000 0.710105 0.710105 0.710105
0.041000 0.710320 0.710320 0.710320
0.042000 0.710064 0.710064 0.710064
0.043000 0.710363 0.710363 0.710363
0.044000 0.710190 0.710190 0.710190
0.045000 0.710223 0.710223 0.710223
0.046000 0.710296 0.710296 0.710296
0.047000 0.710113 0.710113 0.710113
0.048000 0.710427 0.710427 0.710427
0.049000 0.710403 0.710403 0.710403
0.050000 0.710080 0.710080 0.710080
0.051000 0.710079 0.710079 0.710079
0.052000 0.710330 0.710330 0.710330
0.053000 0.710228 0.710228 0.710228
0.054000 0.710164 0.710164 0.710164
0.055000 0.710346 0.710346 0.710346
0.056000 0.710469 0.710469 0.710469
0.057000 0.709965 0.709965 0.709965
0.058000 0.710363 0.710363 0.710363
0.059000 0.710380 0.710380 0.710380
0.060000 0.710216 0.710216 0.710216
0.061000 0.710178 0.710178 0.710178
0.062000 0.710288 0.710288 0.710288
0.063000 0.710233 0.710233 0.710233
0.064000 0.710218 0.710218 0.710218
0.065000 0.710105 0.710105 0.710105
0.066000 0.710191 0.710191 0.710191
0.067000 0.710335 0.710335 0.710335
0.068000 0.710211 0.710211 0.710211
0.069000 0.710162 0.710162 0.710162
0.070000 0.710345 0.710345 0.710345
0.071000 0.710439 0.710439 0.710439
0.072000 0.710135 0.710135 0.710135
0.073000 0.710345 0.710345 0.710345
0.074000 0.710279 0.710279 0.710279
0.075000 0.710192 0.710192 0.710192
0.076000 0.710426 0.710426 0.710426
0.077000 0.710229 0.710229 0.710229
0.078000 0.709954 0.709954 0.709954
0.079000 0.710139 0.710139 0.710139
0.080000 0.710136 0.710136 0.710136
0.081000 0.710091 0.710091 0.710091
0.082000 0.710143 0.710143 0.710143
0.083000 0.710399 0.710399 0.710399
0.084000 0.710077 0.710077 0.710077
0.085000 0.710196 0.710196 0.710196
0.086000 0.710152 0.710152 0.710152
0.087000 0.710294 0.710294 0.710294
0.088000 0.710340 0.710340 0.710340
0.089000 0.710229 0.710229 0.710229
0.090000 0.710294 0.710294 0.710294
0.091000 0.710174 0.710174 0.710174
0.092000 0.710267 0.710267 0.710267
0.093000 0.710331 0.710331 0.710331
0.094000 0.710362 0.710362 0.710362
0.095000 0.710204 0.710204 0.710204
0.096000 0.710155 0.710155 0.710155
0.097000 0.710201 0.710201 0.710201
0.098000 0.710133 0.710133 0.710133
0.099000 0.710301 0.710301 0.710301
0.100000 0.710319 0.710319 0.710319
0.101000 0.710305 0.710305 0.710305
0.102000 0.710304 0.710304 0.710304
0.103000 0.710412 0.710412 0.710412
0.104000 0.710330 0.710330 0.710330
0.105000 0.709982 0.709982 0.709982
0.106000 0.710278 0.710278 0.710278
0.107000 0.710141 0.710141 0.710141
0.108000 0.710103 0.710103 0.710103
0.109000 0.710128 0.710128 0.710128
0.110000 0.710285 0.710285 0.710285
0.111000 0.710193 0.710193 0.710193
0.112000 0.710061 0.710061 0.710061
0.113000 0.710255 0.710255 0.710255
0.114000 0.710242 0.710242 0.710242
0.115000 0.710164 0.710164 0.710164
0.116000 0.710114 0.710114 0.710114
0.117000 0.710141 0.710141 0.710141
0.118000 0.710015 0.710015 0.710015
0.119000 0.710250 0.710250 0.710250
0.120000 0.709955 0.709955 0.709955
0.121000 0.710109 0.710109 0.710109
0.122000 0.710236 0.710236 0.710236
0.123000 0.710163 0.710163 0.710163
0.124000 0.710089 0.710089 0.710089
0.125000 0.710271 0.710271 0.710271
0.126000 0.710076 0.710076 0.710076
0.127000 0.710027 0.710027 0.710027
0.128000 0.710240 0.710240 0.710240
0.129000 0.710256 0.710256 0.710256
0.130000 0.710069 0.710069 0.710069
0.131000 0.710136 0.710136 0.710136
0.132000 0.710251 0.710251 0.710251
0.133000 0.710328 0.710328 0.710328
0.134000 0.710308 0.710308 0.710308
0.135000 0.710124 0.710124 0.710124
0.136000 0.710078 0.710078 0.710078
0.137000 0.710280 0.710280 0.710280
0.138000 0.710072 0.710072 0.710072
0.139000 0.710076 0.710076 0.710076
0.140000 0.710183 0.710183 0.710183
0.141000 0.710141 0.710141 0.710141
0.142000 0.710288 0.710288 0.710288
0.143000 0.709993 0.709993 0.709993
0.144000 0.710171 0.710171 0.710171
0.145000 0.710137 0.710137 0.710137
0.146000 0.710157 0.710157 0.710157
0.147000 0.710205 0.710205 0.710205
0.148000 0.710102 0.710102 0.710102
0.149000 0.710081 0.710081 0.710081
0.150000 0.710391 0.710391 0.710391
0.151000 0.710138 0.710138 0.710138
0.152000 0.710295 0.710295 0.710295
0.153000 0.710129 0.710129 0.710129
0.154000 0.710373 0.710373 0.710373
0.155000 0.710337 0.710337 0.710337
0.156000 0.710370 0.710370 0.710370
0.157000 0.710079 0.710079 0.710079
0.158000 0.710208 0.710208 0.710208
0.159000 0.710181 0.710181 0.710181
0.160000 0.710083 0.710083 0.710083
0.161000 0.710300 0.710300 0.710300
0.162000 0.710055 0.710055 0.710055
0.163000 0.710298 0.710298 0.710298
0.164000 0.710136 0.710136 0.710136
0.165000 0.710140 0.710140 0.710140
0.166000 0.710169 0.710169 0.710169
0.167000 0.710131 0.710131 0.710131
0.168000 0.710302 0.710302 0.710302
0.169000 0.710277 0.710277 0.710277
0.170000 0.710079 0.710079 0.710079
0.171000 0.710270 0.710270 0.710270
0.172000 0.710265 0.710265 0.710265
0.173000 0.710235 0.710235 0.710235
0.174000 0.710310 0.710310 0.710310
