0.001	0.0592067
0.002	0.283637
0.003	0.199141
0.004	-0.00502271
0.005	0.0903528
0.006	0.105404
0.007	-0.0337844
0.008	0.00973069
0.009	0.206741
0.01	0.108832
0.011	0.112259
0.012	-0.00293637
0.013	0.106298
0.014	-0.0425768
0.015	-0.0339334
0.016	-0.139443
0.017	0.105702
0.018	0.0447514
0.019	0.211659
0.02	0.0533948
0.021	0.18543
0.022	0.113154
0.023	0.113452
0.024	0.0559282
0.025	-0.0600127
0.026	0.0933333
0.027	-0.0466005
0.028	-0.160157
0.029	0.18707
0.03	0.147131
0.031	0.0799211
0.032	0.150261
0.033	0.0843918
0.034	0.085137
0.035	0.271715
0.036	0.126268
0.037	-0.0457063
0.038	-0.0336354
0.039	0.054587
0.04	-0.0330393
0.041	0.203462
0.042	0.0624853
0.043	0.0349158
0.044	0.0468377
0.045	0.048775
0.046	0.0367041
0.047	0.124777
0.048	0.103765
0.049	0.122095
0.05	0.0502653
0.051	0.123734
0.052	0.0535438
0.053	0.108087
0.054	-0.0185839
0.055	0.11822
0.056	0.0411748
0.057	0.00764435
0.058	0.172465
0.059	0.01137
0.06	0.165908
0.061	0.238036
0.062	-0.0331883
0.063	0.155327
0.064	-0.0181368
0.065	0.122244
0.066	-0.00070101
0.067	0.166355
0.068	0.0344687
0.069	0.27708
0.07	0.0374492
0.071	0.110471
0.072	0.0566733
0.073	0.0203114
0.074	0.190646
0.075	-0.0106856
0.076	0.116134
0.077	0.112557
0.078	0.136252
0.079	-0.0343805
0.08	-0.179977
0.081	-0.00889734
0.082	0.00600508
0.083	0.0982511
0.084	-0.0705934
0.085	0.0612931
0.086	0.0598028
0.087	0.110322
0.088	0.0708306
0.089	0.0393865
0.09	-0.0345295
0.091	0.160692
0.092	-0.0430239
0.093	0.11986
0.094	0.0955687
0.095	-0.0975668
0.096	0.117922
0.097	-0.0507732
0.098	0.0922901
0.099	0.132378
0.1	0.205698
0.101	0.106447
0.102	0.0319353
0.103	0.0820074
0.104	0.072917
0.105	0.0879684
0.106	0.182301
0.107	0.0574184
0.108	0.0881174
0.109	0.0119661
0.11	0.185877
0.111	0.101232
0.112	-0.112469
0.113	0.212106
0.114	-0.0151564
0.115	0.0988472
0.116	0.198395
0.117	0.0595048
0.118	0.0375982
0.119	0.187219
0.12	0.00287557
0.121	0.0285077
0.122	0.286022
0.123	0.200482
0.124	0.424912
0.125	0.158755
0.126	-0.0609068
0.127	-0.111128
0.128	-0.043918
0.129	0.102275
0.13	0.0411748
0.131	0.0948235
0.132	0.34891
0.133	0.255472
0.134	0.117475
0.135	0.169932
0.136	0.0764936
0.137	-0.0103876
0.138	0.0504143
0.139	0.230287
0.14	0.1443
0.141	0.346078
0.142	0.0992943
0.143	0.104361
0.144	0.120456
0.145	0.0711287
0.146	0.379609
0.147	0.0490731
0.148	0.102871
0.149	0.0194173
0.15	0.150708
0.151	0.0331275
0.152	0.0723209
0.153	0.165014
0.154	-0.0483888
0.155	0.114048
0.156	0.0386414
0.157	0.0463907
0.158	0.0383433
0.159	0.00213045
0.16	0.0684462
0.161	0.0942274
0.162	0.0121151
0.163	0.0222487
0.164	0.0496692
0.165	0.105404
0.166	0.0496692
0.167	0.00719728
0.168	0.060846
0.169	-0.0454083
0.17	0.133272
0.171	0.201078
0.172	0.111216
0.173	-0.0114308
0.174	0.146088
0.175	0.108236
0.176	0.21136
0.177	0.0449004
0.178	0.154135
0.179	0.203164
0.18	0.0781328
0.181	0.0988472
0.182	0.0964628
0.183	0.0583126
0.184	-0.105912
0.185	0.1595
0.186	0.0112209
0.187	0.0183741
0.188	0.0925882
0.189	0.164865
0.19	0.188262
0.191	0.103169
0.192	0.170528
0.193	0.152496
0.194	0.048775
0.195	0.13208
0.196	-0.126776
0.197	0.0441553
0.198	0.137295
0.199	0.196756
0.2	0.182897
0.201	0.212255
0.202	0.0645716
0.203	0.00406777
0.204	-0.0176898
0.205	0.0249312
0.206	0.246381
0.207	0.161437
0.208	0.0498182
0.209	-0.0285685
0.21	0.27246
0.211	0.00645215
0.212	0.235651
0.213	0.235502
0.214	0.149366
0.215	0.243848
0.216	0.0910979
0.217	0.173806
0.218	0.153837
0.219	0.0766426
0.22	-0.175954
0.221	0.200184
0.222	0.299881
0.223	-0.0212664
0.224	0.0568224
0.225	0.066658
0.226	0.0961648
0.227	-0.121113
0.228	0.0280607
0.229	0.0501163
0.23	0.100635
0.231	0.0481789
0.232	0.0437082
0.233	-0.0108347
0.234	0.205698
0.235	0.151602
0.236	0.10913
0.237	0.255621
0.238	0.112408
0.239	-0.0607578
0.24	0.100785
0.241	0.0961648
0.242	-0.0890724
0.243	0.189156
0.244	0.123734
0.245	0.120754
0.246	0.0459436
0.247	0.0955687
0.248	0.132825
0.249	0.0210565
0.25	0.0125621
0.251	0.0144995
0.252	0.11062
0.253	0.33058
0.254	0.121797
0.255	0.105255
0.256	0.0244841
0.257	0.114197
0.258	0.024186
0.259	0.00272655
0.26	0.100635
0.261	0.174552
0.262	-0.0172427
0.263	0.155327
0.264	0.0881174
0.265	-0.162541
0.266	0.117326
0.267	0.270076
0.268	0.101828
0.269	0.0559282
0.27	0.20838
0.271	0.23282
0.272	-0.0208193
0.273	0.060846
0.274	0.146833
0.275	0.0653167
0.276	-0.10934
0.277	0.171869
0.278	0.129695
0.279	0.236993
0.28	0.0943765
0.281	0.259495
0.282	0.0942274
0.283	0.0247821
0.284	0.337882
0.285	0.0569714
0.286	0.123287
0.287	0.104063
0.288	0.296453
0.289	0.209721
0.29	0.338031
0.291	0.233118
0.292	0.0316373
0.293	0.0684462
0.294	0.111514
0.295	0.00317362
0.296	-0.0106856
0.297	0.144002
0.298	0.0475828
0.299	0.104212
0.3	-0.0173917
0.301	0.0334255
0.302	0.0368531
0.303	0.0139034
0.304	0.140127
0.305	0.079027
0.306	-0.0282705
0.307	0.073364
0.308	0.113452
0.309	0.0574184
0.31	0.0523516
0.311	-0.0650795
0.312	0.0641245
0.313	0.0590577
0.314	0.124032
0.315	0.12597
0.316	0.204058
0.317	0.114346
0.318	0.0431121
0.319	0.0618892
0.32	0.24042
0.321	0.249958
0.322	0.170379
0.323	0.091843
0.324	0.104361
0.325	-0.103379
0.326	0.140276
0.327	0.156967
0.328	0.0435592
0.329	0.036108
0.33	0.0584616
0.331	0.155327
0.332	-0.100249
0.333	0.127013
0.334	0.0523516
0.335	0.109875
0.336	0.141319
0.337	0.0955687
0.338	0.0493711
0.339	0.0571204
0.34	0.241165
0.341	0.116879
0.342	0.145492
0.343	0.209423
0.344	0.124926
0.345	0.0900548
0.346	0.315528
0.347	0.35502
0.348	0.136401
0.349	-0.0519654
0.35	0.00898557
0.351	0.0834977
0.352	0.0144995
0.353	0.0785799
0.354	0.182897
0.355	0.115687
0.356	0.169038
0.357	0.12135
0.358	0.112259
0.359	0.135507
0.36	-0.0299098
0.361	-0.0235017
0.362	0.194074
0.363	-0.0534556
0.364	0.112259
0.365	0.104957
0.366	0.140723
0.367	0.17321
0.368	-0.074319
0.369	0.263221
0.37	0.0826035
0.371	0.273653
0.372	-0.00755613
0.373	0.105255
0.374	0.296006
0.375	0.163375
0.376	0.0314882
0.377	0.200184
0.378	0.0386414
0.379	-0.0525614
0.38	0.110769
0.381	0.102126
0.382	0.12433
0.383	0.0870743
0.384	0.145939
0.385	0.152794
0.386	0.0384924
0.387	0.0802192
0.388	0.0198643
0.389	-0.0607578
0.39	0.0223977
0.391	0.219557
0.392	0.0140524
0.393	-0.0419807
0.394	0.0937804
0.395	0.0940784
0.396	0.091545
0.397	-0.0154544
0.398	0.120605
0.399	0.0432611
0.4	0.149366
0.401	0.0650187
0.402	0.136699
0.403	0.0396846
0.404	0.179618
0.405	0.173508
0.406	0.157265
0.407	0.0986982
0.408	0.143703
0.409	0.0963138
0.41	-0.000999059
0.411	-0.144062
0.412	0.127907
0.413	0.0307431
0.414	-0.00725808
0.415	0.0411748
0.416	0.163524
0.417	-0.144509
0.418	0.139531
0.419	0.291983
0.42	-0.06806
0.421	0.192881
0.422	0.142064
0.423	0.0429631
0.424	0.0319353
0.425	0.0775367
0.426	0.251001
0.427	0.143554
0.428	0.239526
0.429	0.201376
0.43	0.0510104
0.431	0.0185231
0.432	-0.00770515
0.433	-0.00904637
0.434	0.203015
0.435	0.0997413
0.436	0.206592
0.437	0.0745562
0.438	0.271715
0.439	0.0796231
0.44	-0.0178388
0.441	0.162779
0.442	0.0255273
0.443	0.104957
0.444	0.0787289
0.445	-0.0331883
0.446	0.0261234
0.447	-0.126179
0.448	0.0982511
0.449	0.0407277
0.45	0.171124
0.451	0.172763
0.452	0.0496692
0.453	0.148472
0.454	0.134315
0.455	0.186622
0.456	0.157414
0.457	-0.0269293
0.458	0.185132
0.459	0.0942274
0.46	0.151155
0.461	0.204952
0.462	0.0375982
0.463	0.114346
0.464	0.0417709
0.465	0.0708306
0.466	0.163077
0.467	0.14266
0.468	-0.152259
0.469	0.0984001
0.47	0.119413
0.471	0.0171819
0.472	-0.0157525
0.473	0.0893096
0.474	0.0984001
0.475	0.266201
0.476	0.0741092
0.477	0.0602499
0.478	0.282892
0.479	0.0247821
0.48	0.0516065
0.481	0.011519
0.482	0.0621872
0.483	0.117028
0.484	0.203313
0.485	0.110471
0.486	0.0939294
0.487	0.144002
0.488	0.0311902
0.489	0.048328
0.49	0.183046
0.491	0.162481
0.492	-0.0649305
0.493	0.0602499
0.494	0.243252
0.495	-0.0923509
0.496	0.097655
0.497	0.0891606
0.498	0.0398336
0.499	0.0203114
0.5	0.0316373
0.501	-0.0880292
0.502	0.127758
0.503	0.125075
0.504	0.370071
0.505	0.183344
0.506	0.107193
0.507	0.120307
0.508	0.0201624
0.509	-0.0169447
0.51	0.179022
0.511	-0.01918
0.512	0.216427
0.513	-0.0401924
0.514	0.00585606
0.515	0.305097
0.516	0.142511
0.517	-0.00457564
0.518	0.091843
0.519	0.134613
0.52	-0.0036815
0.521	0.0887135
0.522	0.191242
0.523	0.239824
0.524	0.168143
0.525	0.127609
0.526	0.168292
0.527	0.351443
0.528	0.00213045
0.529	0.0887135
0.53	0.294516
0.531	0.104808
0.532	0.189454
0.533	0.00898557
0.534	-0.0282705
0.535	0.350698
0.536	0.0903528
0.537	0.108236
0.538	0.152198
0.539	-0.106657
0.54	-0.00144613
0.541	0.270076
0.542	-0.0470476
0.543	0.151602
0.544	-0.0400434
0.545	0.110918
0.546	0.163077
0.547	0.0995923
0.548	-0.01918
0.549	0.170379
0.55	0.0630814
0.551	0.0848389
0.552	0.176042
0.553	0.0888626
0.554	0.0496692
0.555	-0.116493
0.556	-0.0141132
0.557	0.0958667
0.558	0.134166
0.559	-0.169545
0.56	0.224177
0.561	0.0556302
0.562	0.194521
0.563	0.140276
0.564	0.111216
0.565	0.0220997
0.566	0.162928
0.567	0.204654
0.568	0.115091
0.569	0.194372
0.57	0.0888626
0.571	0.139829
0.572	0.0678501
0.573	-0.000104913
0.574	0.118518
0.575	0.127907
0.576	0.258154
0.577	0.0885645
0.578	0.180512
0.579	0.110471
0.58	0.113004
0.581	0.0574184
0.582	0.109875
0.583	0.130589
0.584	0.136252
0.585	0.0718738
0.586	0.140127
0.587	0.158457
0.588	0.277825
0.589	0.0201624
0.59	0.085137
0.591	0.0691914
0.592	0.0860311
0.593	0.0645716
0.594	0.28021
0.595	0.126715
0.596	0.205847
0.597	0.120605
0.598	0.165014
0.599	0.157563
0.6	0.00332264
0.601	-0.0150073
0.602	0.0568224
0.603	0.101679
0.604	0.0335746
0.605	-0.0114308
0.606	0.0565243
0.607	-0.0024893
0.608	0.066956
0.609	-0.0296117
0.61	0.256366
0.611	0.169336
0.612	0.127162
0.613	0.218216
0.614	-0.0689541
0.615	-0.0136661
0.616	0.156371
0.617	0.0970589
0.618	0.0928862
0.619	0.011519
0.62	0.0864782
0.621	-0.0300588
0.622	0.222537
0.623	-0.0232037
